t_s,cx_px,cy_px,displacement_px
0.5035440020001261,298.6605810757754,175.9426776599921,0.0
0.6055395109997335,290.1230181470869,185.6284622731614,12.91140597820481
0.6145433199999388,280.13721586195453,194.66450970632155,26.3367054510536
0.6237345079989609,274.1327597840755,204.03036437246965,37.28983993229057
0.6313909709988366,268.5976490344248,211.05340050377833,46.222751341044535
0.6599193199999718,268.78376397287883,216.75902510536923,50.582590077828904
0.6921825439985696,266.0197869101978,216.54337899543378,52.09451403640635
0.7249344389983889,267.1141595711132,216.6378114159571,51.490490589677755
0.7563093299995671,267.4664497133116,213.634743530141,48.92612452482099
0.7931517979995988,266.85999699564366,210.09839266937058,46.667869199690365
0.824030830999618,275.7400034030968,201.78254211332313,34.54057723628561
0.857288447999963,279.6945357757946,193.3068733364647,25.714318303461848
0.8884050409997144,282.5846407927333,184.44302229562345,18.184930984428885
0.9209367409985134,287.1574112162347,175.92513368983958,11.50318323805778
0.9566368599989801,294.2532171025322,167.4888612148886,9.533722760818291
0.9892530649995024,304.2328159645233,160.3791574279379,16.53096983449368
1.0203198609997344,319.39730134932535,157.90171580876228,27.486139638388444
1.053201946999252,324.90528796582703,158.36411842686698,31.587820191605708
1.084421752999333,332.840961427749,163.5562751871042,36.355486067799276
1.1216229409983498,344.65242165242165,169.87780943336497,46.38999920493638
1.1523409979999997,354.5578160319944,179.00643366371065,55.98113500636685
1.1847834949985554,363.9049174378515,189.10578842315368,66.55892811855514
1.2165747079998255,365.9268415741675,199.89875546585938,71.4047860110113
1.2492444799991063,372.3080655957162,209.2255689424364,80.8189509226266
1.2845616260001407,378.0361757105943,214.72302971576227,88.34251937317936
1.3173719459991844,380.40900649953574,218.83194057567317,92.3162712240617
1.3484648329995252,382.26196928635954,219.8535079795242,94.4317379385106
1.3813468389998889,383.0115672857608,220.03616813294232,95.18048527237767
1.4126215309988766,380.68736217133164,217.59694656488549,91.99712460125845
1.449388833998455,378.07430053733555,212.62516212710764,87.4765311692202
1.4807784209988313,374.59920239282155,204.4247258225324,81.10426175650083
1.513190849998864,371.94055555555553,194.26444444444445,75.53569883082496
1.5443685589998495,367.655783065855,184.02582549345138,69.4670798043897
1.5771229459987808,359.47616418185163,175.04049328179642,60.82227458081724
1.6126099499997508,348.40486910121723,168.0025012506253,50.374007112497836
1.6450465749985597,339.28081300813005,162.1240650406504,42.906378278313305
1.6762163619987405,331.50992410974897,157.69045534150612,37.57955504429379
1.7089889789986046,321.606524822695,158.4818439716312,28.833956501482746
1.7407035579999501,311.5670074982958,162.56073619631903,18.591723974314668
1.777156237998497,301.44533333333334,169.8036825396825,6.741076043419123
1.8083303929997783,290.4637625780155,180.2300343905235,9.25036546413444
1.8412062249990413,288.39844819717024,189.07743800395556,16.66833226545186
1.872241529999883,279.5895414531599,197.88989620286426,29.07550436460151
1.9090072979997785,274.84937673130196,203.9160895660203,36.735340286957864
1.9402174399983778,272.2061078140455,211.7032640949555,44.482116605755955
1.9729125759986346,268.86568446899935,215.71786372007367,49.69709538718113
2.0040966589986056,266.1744691737017,216.96124328472754,52.32466141720154
2.0370468629989773,265.5053678973553,216.10866719036395,52.08238546630155
2.0726686779999,267.19117827742963,212.15567022975793,47.976078865851946
2.105275312998856,269.11099726775956,205.0664845173042,41.48944479128359
2.1362339819988847,271.1530815109344,197.98321184007065,35.24837129929464
2.169072327998947,276.8773368317481,188.8794140155242,25.33513128695988
2.2002821609985403,278.9420927869963,178.9358844113331,19.944374320870327
2.2371989769999345,286.62817719680464,172.46623093681916,12.524552883266136
2.2679842629986524,290.7085643869378,161.56674881905934,16.428691349560207
2.301250264999908,300.9784211667751,157.0683148991542,19.016149776312528
2.3319781639984285,308.84052796711023,154.97565725413827,23.30766533589089
2.364859081999384,317.8355807901585,157.32694582446177,26.725008621494766
2.400502847998723,325.53088199951935,162.0398942561884,30.25393293615949
2.4328252989998873,334.3422799422799,172.92077922077922,35.80943317307364
2.463693906998742,344.06492669566614,181.79603673272112,45.78008752290445
2.4967723579993617,353.82964824120603,191.54422110552764,57.33266198064355
2.527853140998559,362.9767441860465,200.86186046511628,68.97488317425552
2.5646775559998787,368.00308641975306,209.56558641975306,77.0641488686327
2.5958981499989022,371.7306774097284,216.65607281408532,83.64699350978799
2.628601422999054,374.2626305996851,220.82224130528124,87.9195377900001
2.659851839998737,376.12663877266385,221.68145048814503,89.96124407167251
2.692972037999425,377.97547989351267,219.75760123301106,90.61236506226616
2.727952595998431,378.2351111111111,215.60133333333334,88.90958778535186
2.7608732859989686,376.5155534501815,209.48239381020053,84.77210203160055
2.7916936749988963,373.14124293785306,203.17284604519773,79.30227652280736
2.8249164769986237,366.936740982418,192.71415624433567,70.30587817176117
2.8561899279993668,362.05977605512487,183.0640826873385,63.797902266399696
2.893484679998437,358.0976611319407,173.20478485984646,59.5001053998066
2.924388571998861,348.3169920462762,163.78033261026752,51.12418006755545
2.9566847039986897,340.62063363119415,158.1088545897644,45.59266668833587
2.987795904999075,332.1213349547358,156.49790568842047,38.700403191372345
3.0213890689992695,323.8307952622673,159.20093062605753,30.229551368522447
3.0557866529998137,314.9809400974491,164.79764975637718,19.762736793487935
3.0890675699993153,307.9751577287066,171.11658780231335,10.490590142490628
3.1203018489995884,298.93915857605174,181.21488673139157,5.2795637998045795
3.1528919269985636,290.76244167962676,191.2674961119751,17.24037895486156
3.183691681999335,284.620920173024,201.38353650543976,29.057690497667533
3.220889583999451,280.43048164824665,209.5992632009824,38.27665444387191
3.252149631998691,275.75813241484883,215.43474933027173,45.65244658807322
3.284536659999503,272.1585887384177,217.93133760988354,49.65282632677603
3.3157766139993328,270.122678737233,219.11942896935932,51.75561538147455
3.3526739299995825,267.88853801169586,217.56760233918126,51.76439885563953
3.3840563489993656,267.8066454577589,213.70484270060092,48.76419231028935
3.416801980998571,266.8188332773486,205.207815474191,43.247487720591025
3.447992039999008,271.30836320191156,199.6,36.16369343579761
3.480872651000027,275.81249240490945,190.10171345242435,26.879610311221576
3.516403042998718,280.7359225741578,179.53381096028153,18.280853940121563
3.548974265999277,285.0321962437716,169.98824581576594,14.87239495564605
3.5798854129989195,290.41672263263933,160.5716364450414,17.442193384496655
3.6122104409987514,297.05820278503046,155.39436466492603,20.61069584293195
3.644485150000037,306.56533521856954,153.81807470248614,23.494322592603165
3.6804663139992044,312.87732258786656,154.7292366241325,25.53675429265647
3.711993151999195,320.58117535769185,160.97221236845215,26.54481653200096
3.744475995999892,331.8988845429523,171.74127191076343,33.50278537145528
3.7755718899989006,338.5554022988506,182.41823754789272,40.416947389466706
3.807768558999669,347.1319376825706,193.36757546251218,51.508246667221925
3.843832538999777,354.6987839101964,204.24961022762704,62.78186528210472
3.876815846999307,362.1946360153256,212.3302681992337,73.21634300013413
3.9079760810000153,366.9939136588818,217.8903043170559,80.18134274302122
3.9410165389999747,368.79681762545897,222.21936624507003,84.02751682486787
3.9716282179997506,370.3782899416702,224.092474036136,86.38190004877968
4.008911815999454,371.62702702702705,223.25,86.96024943466033
4.039738756999213,372.57615396181023,218.24206886182526,85.16308126833158
4.0717267989984975,373.15774264830867,211.00611932687406,82.33633477323947
4.103488274999108,370.96411483253587,201.55869218500794,76.70711305909528
4.136050217999582,366.1889066099592,191.43965975544924,69.28370085032712
4.1716958779998095,360.9310403832991,181.30783709787815,62.501160294540966
4.203793794999001,354.3408109006314,171.85194416749752,55.830297275363
4.2358502600000065,349.9341563786008,163.4289711934156,52.77852189921717
4.268089796998538,342.83544685990336,157.39371980676327,47.91119498078273
4.299824044999696,336.2320554649266,153.61867862969004,43.70327928748108
4.336741433999123,327.5653760917742,157.13023073914744,34.48761131285421
4.367598936998547,317.07855711422843,163.4304609218437,22.26605957630205
4.400372404999871,311.8552311435523,171.38983509056501,13.958050217457787
4.431964734998473,304.2364019491637,181.32964572632687,7.75301253448123
4.464570535999883,297.46677449791076,191.65345733926407,15.756070965693741
4.499801805999596,290.7804292929293,201.96452020202017,27.188841119157573
4.532801751000079,287.2929867316544,211.14473327917682,36.99198455055722
4.563869204999719,283.94047103019795,217.99638780523046,44.555540359574046
4.596419960998901,279.23822862478323,221.53087901827396,49.55312177667328
4.631644026998401,281.1619812583668,221.59586494124645,48.89186542265589
4.664165872000012,276.13943184779777,219.79880114672918,49.30072747772356
4.695704624999053,276.2983274990276,214.90924413328145,44.92731560808018
4.728425081999376,276.7521801379669,208.14135103475206,38.94525129905112
4.759602878999431,275.9377540650406,200.14799288617883,33.199761332859666
4.7967028339990065,277.6585336246662,190.1580480699199,25.360653639646056
4.827344650999294,280.8213768115942,178.9861111111111,18.09695267028598
4.860657448998609,286.67384460395414,168.95302858582042,13.875771885735181
4.891724821000025,292.70659019343225,158.06972559604137,18.838588665484114
4.924034084999221,299.4497922437673,152.7706602031394,23.18545335524776
4.9595882759986125,304.93927783582956,150.80262394055498,25.91224293689953
4.9918160359993635,309.06196652255846,152.887373905332,25.293000028312097
5.023716336998405,317.4295741137283,158.80739947656434,25.41442224568916
5.056065918999593,326.18097251585624,170.1460183227625,28.124245847438594
5.087379991999114,335.3500592066311,180.44893428063943,36.96517488455408
5.124412478999147,342.5814202632384,192.11172329354147,46.80254428586963
5.15562591699927,351.05672715383355,204.10348209906817,59.48434273394215
5.1884513159984635,354.2503711034141,214.73610423882565,67.7875704022818
5.219396256999971,359.40400418347525,221.38189152846257,75.85832589653982
5.252291205999427,363.2080338266385,224.63551797040168,80.85398168377331
5.287952311999106,366.34679568083016,225.38970691347635,83.82381731677731
5.319938030999765,367.29713876967094,224.28097281831185,83.9497935130295
5.351441103999605,368.3875820131221,220.85773723795805,82.94104675375743
5.384599683999113,366.71388196176224,213.67364921030756,77.81309642733267
5.415468795999914,365.6094786729858,203.8988941548183,72.55139509470068
5.452341238998997,364.1411474832805,192.06071805702217,67.43512292038906
5.483562352999797,361.5556115591397,180.05477150537632,63.02931203255019
5.51639107399933,356.81607470401866,170.0812072703018,58.450134938029535
5.547587314998964,350.38692810457513,161.74754901960785,53.638760743149895
5.580231228999764,343.568422580177,155.745465099405,49.240650115549805
5.615531628998724,338.02717860224334,152.95268909979868,45.58803104772939
5.648314816999118,332.63563519813516,155.45716783216784,39.673169970688775
5.679248180998911,327.9291929192919,160.55400540054006,33.06755015351551
5.711936727999273,319.57909029192126,169.56496945010184,21.869137839349815
5.743751889000123,313.7079772079772,179.89216524216522,15.557074998891713
5.780606652999268,306.09675141242934,190.80960451977398,16.6229402793199
5.811626990998775,299.3254524226503,201.88893753648568,25.95477712264999
5.844843458999094,295.5981097474961,211.1104528142192,35.30086599411981
5.875796266998805,292.63081681428366,218.44228876704625,42.92522569888249
5.908634017998338,289.90074198516027,222.38135237295253,47.25764795236448
5.944252558998414,286.3192291579388,223.60522273425497,49.23441042722078
5.976417668000067,282.7051530414568,221.4317448017564,48.20612941510922
6.007443989999956,281.6582633053221,217.68694144324394,45.07396552748805
6.04026689300008,281.8109869646182,210.2970204841713,38.263947686980416
6.075741355998616,283.09483705602344,200.72391065543758,29.264345126159895
6.108549811999183,284.4657637321294,190.1018309505894,20.049300769007
6.139838428998701,285.94682369735904,179.68558172733762,13.2532621469051
6.172678475999419,286.6608915906788,165.78814589665654,15.719639406529947
6.2038320359988575,291.7274096385542,157.10753012048193,20.070666381887182
6.240763697000148,297.9800181653043,150.69865778585122,25.25319198202732
6.27195920199847,304.1819219593192,148.41915732669156,28.071860940983257
6.304623066998829,308.6190476190476,149.0156095633274,28.70954635963256
6.3358939589998045,313.58938212357526,155.2758448310338,25.49484418279312
6.368657966999308,320.2007622579316,164.33086114544705,24.470669956655843
6.403990854998483,326.24206749635607,175.74896288821614,27.58216667670401
6.43670094799927,336.2142252328535,190.23680496754162,40.18206397089228
6.467750124998929,344.99120812490526,201.76504471729572,53.04075454975809
6.500553644998945,350.9348710990502,212.454846977235,63.76315476580863
6.531857132998994,352.3461381283204,220.30431821277753,69.64261761720763
6.568782413000008,353.1975073127305,225.31247615413963,73.56394039696225
6.599752661999446,357.3270609318996,227.12506400409626,77.85494544719795
6.632457618999979,360.94167371090447,226.18948999718228,80.02297576242923
6.66372651599886,364.1832712600869,221.87492240844196,80.01871054085268
6.696441778000008,363.7385560675883,214.29201228878645,75.53684065081274
6.731830393999189,362.7921662669864,204.70951239008792,70.28791503186163
6.764515360999212,359.1015172845299,193.09479117785077,62.82755580094011
6.795759119999275,354.378543392935,181.84081988661143,56.02927276434926
6.828381669998635,353.44987413001627,170.38427365615283,55.07052286344651
6.859581325999898,349.9330177854274,161.26305220883532,53.33248699930956
6.896641595998517,345.5869535236519,154.17707902358296,51.72838403737431
6.9273556059997645,340.8984060984061,151.1283437283437,48.98760078952354
6.960484513998381,331.85852286622645,152.59476644656394,40.586060379794226
6.991589028999442,327.64210385796287,159.18929381924974,33.475431780481934
7.024036011000135,324.93355344614116,166.65290961617828,27.866985260014552
7.0597433039984026,320.2798013245033,177.40756070640174,21.668792456033753
7.092418136999186,312.1380498145204,188.47681505034444,18.405074401481713
7.123393496998688,307.37294306101643,200.1696519586428,25.745903266915178
7.156430833998456,304.9771395913702,210.27275325046435,34.906346149783005
7.187428278999505,307.26221079691516,216.8982005141388,41.84904880778208
7.224461807998523,302.0488038277512,221.8127591706539,45.99504789878756
7.2555139910000435,298.61315947242207,223.3384292565947,47.39577532033127
7.288360773000022,296.3330337078652,221.33153558052433,45.44849722576233
7.31939967299877,294.57115526122146,217.60294334069167,41.860496175740835
7.356536603998393,290.4145180483935,209.84291947639827,34.88873673067522
7.387741281998387,292.0313356835096,203.04974539757148,27.905913634937548
7.42064432799998,295.64442602569414,191.25334991020858,15.604931144983603
7.451476666999952,292.6464179988159,181.48561278863232,8.178892795273494
7.484311210999294,295.7760570304818,169.45169616519175,7.103050030354397
7.519715667998753,296.23313940961,157.94990303813833,18.15578176877717
7.552297850999821,299.4208435207824,150.30939282803584,25.644556737473305
7.583466760999727,303.02925278219396,148.0803391626921,28.20275162136824
7.615893580999909,309.06831903400064,148.05878614553544,29.76293694172455
7.64757487299903,313.54841003759014,152.34908056486842,27.8981231462491
7.684418451999591,317.86524191154643,160.46452953398634,24.66560494347492
7.715439578998485,324.769833496572,171.94101643269124,26.414131720557414
7.748300543998994,330.8625579854208,186.84532803180915,33.997574943213486
7.779528801998822,339.64753596571774,199.17554331190695,47.11365531934551
7.812333378999028,339.5288450240864,207.27881565033485,51.499209142457914
7.847556446999079,346.80106453759146,218.54158349966733,64.28197979741213
7.88071791999937,348.8561338289963,224.24869888475837,69.66394478328765
7.911921034999978,350.8903575025176,227.30173716012084,73.25095588676805
7.944324520998634,352.7382619974059,226.97392996108948,74.3544503394379
7.975558031999753,355.818292189397,222.07122622420073,73.4496217307399
8.012579729998833,360.7260981912145,216.2802002583979,74.02191664759675
8.043587409998509,361.7470328925059,206.26670057646658,69.99604823605064
8.07634812699871,359.42961900207234,193.9583931133429,63.38329412221979
8.107186895998893,352.34684312103667,182.90115798180315,54.13534132876133
8.140315619999456,351.17336683417085,171.51451702959238,52.699158197031615
8.175395630998537,346.661479560331,160.84154625169816,50.32027846837866
8.208214626998597,343.7256419707581,153.43715444157758,50.372197577662774
8.239533800999197,340.85167464114835,148.91424365108577,50.10613356881432
8.271799346999614,339.0846456692913,149.38320209973753,48.368489125633324
8.303522361999057,332.91465186946755,155.73801030519223,39.76895710044947
